institution_id,field_name,canonical_value,incoming_value,canonical_source,incoming_source,resolution,review_required
wonju:13192846,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13192823,address,"강원특별자치도 원주시 원일로 114, 2층 (중앙동)",강원도 원주시 원일로 114,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192823,category,병원,의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192823,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13192673,name,마음편한정신건강의학과의원,마음편한정신의학과,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192673,address,"강원특별자치도 원주시 서원대로 406, 503호 (단구동)",강원도 원주시 서원대로 406,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192673,category,병원,의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192673,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13192691,name,좋은 마음 정신건강의학과 의원,좋은마음정신건강의학과의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192691,address,"강원특별자치도 원주시 서원대로 162, 601호 (단계동)",강원도 원주시 서원대로 162,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192691,category,병원,의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192691,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13192705,name,고석만정신건강의학과의원,고석만정신건강의학과,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192705,address,"강원특별자치도 원주시 능라동길 59 (무실동, 정한프라자 509호)",강원도 원주시 능라동길 59,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192705,category,병원,의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192705,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13192745,name,연세소울정신건강의학과의원,연세소울 정신건강의학과의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192745,address,"강원특별자치도 원주시 능라동길 3 (무실동, 5층 501호)",강원도 원주시 능라동길 3,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192745,phone,033-762-9960,033-762-9964,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192745,category,병원,의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192745,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13192700,name,하늘빛 정신건강의학과 의원,하늘빛정신건강의학과의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192700,address,"강원특별자치도 원주시 능라동길 61, 5층 (무실동, 정한타워)",강원도 원주시 능라동길 61,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192700,category,병원,의원,wonju_health_medical_2026,mental_2022-08-13,keep_current_master,true
wonju:13192700,mental_health_type,,의원,wonju_health_medical_2026,mental_2022-08-13,enrich_missing_field,false
wonju:13195042,address,"강원특별자치도 원주시 남산로 105, 201호 (일산동)","강원특별자치도 원주시 원문로 166, 임주희미용실 2층 (단계동)",wonju_health_medical_2026,dental_lab_2023-06-12,keep_current_master,true
